0.9357,0.924,0.972,0.93,0.846,0.945,0.896,0.961,0.959,0.978,0.946
0.9357,0.924,0.972,0.93,0.846,0.945,0.896,0.961,0.959,0.978,0.946
0.9357,0.924,0.972,0.93,0.846,0.945,0.896,0.961,0.959,0.978,0.946
0.9357,0.924,0.972,0.93,0.846,0.945,0.896,0.961,0.959,0.978,0.946
0.9356,0.923,0.972,0.93,0.846,0.945,0.896,0.961,0.959,0.978,0.946
0.9357,0.924,0.972,0.93,0.846,0.945,0.896,0.961,0.959,0.978,0.946
0.9356,0.924,0.972,0.93,0.846,0.945,0.895,0.961,0.959,0.978,0.946
0.9357,0.924,0.972,0.93,0.846,0.945,0.896,0.961,0.959,0.978,0.946
0.9354,0.923,0.972,0.93,0.845,0.945,0.895,0.961,0.959,0.978,0.946
0.9356,0.923,0.972,0.93,0.846,0.945,0.896,0.961,0.959,0.978,0.946
0.9358,0.924,0.972,0.93,0.846,0.946,0.896,0.961,0.959,0.978,0.946
0.9356,0.923,0.972,0.93,0.846,0.945,0.896,0.961,0.959,0.978,0.946
0.9356,0.923,0.972,0.93,0.846,0.945,0.896,0.961,0.959,0.978,0.946
0.9356,0.924,0.972,0.93,0.845,0.945,0.896,0.961,0.959,0.978,0.946
0.9357,0.924,0.972,0.93,0.846,0.945,0.896,0.961,0.959,0.978,0.946
0.9357,0.924,0.972,0.93,0.846,0.945,0.896,0.961,0.959,0.978,0.946
0.9356,0.924,0.972,0.929,0.846,0.945,0.896,0.961,0.959,0.978,0.946
0.9357,0.924,0.972,0.93,0.846,0.945,0.896,0.961,0.959,0.978,0.946
0.9357,0.924,0.972,0.93,0.846,0.945,0.896,0.961,0.959,0.978,0.946
0.9356,0.924,0.972,0.93,0.845,0.945,0.896,0.961,0.959,0.978,0.946
0.9357,0.924,0.972,0.93,0.846,0.945,0.896,0.961,0.959,0.978,0.946
0.9356,0.923,0.972,0.93,0.846,0.945,0.896,0.961,0.959,0.978,0.946
0.9356,0.923,0.972,0.93,0.846,0.945,0.896,0.961,0.959,0.978,0.946
0.9356,0.923,0.972,0.93,0.846,0.945,0.896,0.961,0.959,0.978,0.946
